 00:00:00.000000 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [S], seq 1852594190, win 65535, options [mss 1460,nop,wscale 6,nop,nop,TS val 729676479 ecr 0,sackOK,eol], length 0
 00:00:00.041144 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [S.], seq 1658809771, ack 1852594191, win 28960, options [mss 1400,sackOK,TS val 2521817020 ecr 729676479,nop,wscale 7], length 0
 00:00:00.041193 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 1, win 2060, options [nop,nop,TS val 729676520 ecr 2521817020], length 0
 00:00:00.601949 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1016017:1017405, ack 122, win 227, options [nop,nop,TS val 2521817577 ecr 729676993], length 1388: HTTP
 00:00:00.601954 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1017405:1018793, ack 122, win 227, options [nop,nop,TS val 2521817577 ecr 729676993], length 1388: HTTP
 00:00:00.601956 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1018793:1020181, ack 122, win 227, options [nop,nop,TS val 2521817577 ecr 729676993], length 1388: HTTP
 00:00:00.601957 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1020181:1021569, ack 122, win 227, options [nop,nop,TS val 2521817577 ecr 729676993], length 1388: HTTP
 00:00:00.601958 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1021569:1022957, ack 122, win 227, options [nop,nop,TS val 2521817577 ecr 729676993], length 1388: HTTP
 00:00:00.601960 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1022957:1024345, ack 122, win 227, options [nop,nop,TS val 2521817577 ecr 729676993], length 1388: HTTP
 00:00:00.601961 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1024345:1025733, ack 122, win 227, options [nop,nop,TS val 2521817578 ecr 729676993], length 1388: HTTP
 00:00:00.601977 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 1024345, win 3144, options [nop,nop,TS val 729677024 ecr 2521817576], length 0
 00:00:00.606858 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1025733:1027121, ack 122, win 227, options [nop,nop,TS val 2521817578 ecr 729676993], length 1388: HTTP
 00:00:00.606861 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1027121:1028509, ack 122, win 227, options [nop,nop,TS val 2521817579 ecr 729676994], length 1388: HTTP
 00:00:00.606863 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1028509:1029897, ack 122, win 227, options [nop,nop,TS val 2521817579 ecr 729676994], length 1388: HTTP
 00:00:00.606864 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1029897:1031285, ack 122, win 227, options [nop,nop,TS val 2521817580 ecr 729676995], length 1388: HTTP
 00:00:00.606865 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1031285:1032673, ack 122, win 227, options [nop,nop,TS val 2521817580 ecr 729676995], length 1388: HTTP
 00:00:00.606867 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1032673:1034061, ack 122, win 227, options [nop,nop,TS val 2521817580 ecr 729676995], length 1388: HTTP
 00:00:00.606868 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1034061:1035449, ack 122, win 227, options [nop,nop,TS val 2521817580 ecr 729676995], length 1388: HTTP
 00:00:00.606869 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1035449:1036837, ack 122, win 227, options [nop,nop,TS val 2521817580 ecr 729676995], length 1388: HTTP
 00:00:00.606927 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 1035449, win 3144, options [nop,nop,TS val 729677028 ecr 2521817578], length 0
 00:00:00.606939 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1036837:1038225, ack 122, win 227, options [nop,nop,TS val 2521817580 ecr 729676995], length 1388: HTTP
 00:00:00.606941 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1038225:1039613, ack 122, win 227, options [nop,nop,TS val 2521817580 ecr 729676995], length 1388: HTTP
 00:00:00.606942 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1039613:1041001, ack 122, win 227, options [nop,nop,TS val 2521817580 ecr 729676995], length 1388: HTTP
 00:00:00.606943 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1041001:1042389, ack 122, win 227, options [nop,nop,TS val 2521817583 ecr 729676997], length 1388: HTTP
 00:00:00.606944 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1042389:1043777, ack 122, win 227, options [nop,nop,TS val 2521817583 ecr 729676997], length 1388: HTTP
 00:00:00.606946 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1043777:1045165, ack 122, win 227, options [nop,nop,TS val 2521817583 ecr 729676997], length 1388: HTTP
 00:00:00.606947 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1045165:1046553, ack 122, win 227, options [nop,nop,TS val 2521817583 ecr 729676997], length 1388: HTTP
 00:00:00.606948 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1046553:1047941, ack 122, win 227, options [nop,nop,TS val 2521817583 ecr 729676997], length 1388: HTTP
 00:00:00.606949 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1047941:1049329, ack 122, win 227, options [nop,nop,TS val 2521817583 ecr 729676997], length 1388: HTTP
 00:00:00.606951 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1049329:1050717, ack 122, win 227, options [nop,nop,TS val 2521817583 ecr 729676997], length 1388: HTTP
 00:00:00.606966 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 1046553, win 3296, options [nop,nop,TS val 729677028 ecr 2521817580], length 0
 00:00:00.608174 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1050717:1052105, ack 122, win 227, options [nop,nop,TS val 2521817583 ecr 729676997], length 1388: HTTP
 00:00:00.610850 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1052105:1053493, ack 122, win 227, options [nop,nop,TS val 2521817589 ecr 729677000], length 1388: HTTP
 00:00:00.612352 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1053493:1054881, ack 122, win 227, options [nop,nop,TS val 2521817589 ecr 729677000], length 1388: HTTP
 00:00:00.612355 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1054881:1056269, ack 122, win 227, options [nop,nop,TS val 2521817589 ecr 729677000], length 1388: HTTP
 00:00:00.612356 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1056269:1057657, ack 122, win 227, options [nop,nop,TS val 2521817589 ecr 729677000], length 1388: HTTP
 00:00:00.612358 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1057657:1059045, ack 122, win 227, options [nop,nop,TS val 2521817589 ecr 729677000], length 1388: HTTP
 00:00:00.612359 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1059045:1060433, ack 122, win 227, options [nop,nop,TS val 2521817589 ecr 729677000], length 1388: HTTP
 00:00:00.612405 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 1057657, win 3404, options [nop,nop,TS val 729677032 ecr 2521817583], length 0
 00:00:00.613711 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1060433:1061821, ack 122, win 227, options [nop,nop,TS val 2521817589 ecr 729677000], length 1388: HTTP
 00:00:00.613713 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1061821:1063209, ack 122, win 227, options [nop,nop,TS val 2521817589 ecr 729677000], length 1388: HTTP
 00:00:00.615043 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1063209:1064597, ack 122, win 227, options [nop,nop,TS val 2521817593 ecr 729677002], length 1388: HTTP
 00:00:00.615045 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1064597:1065985, ack 122, win 227, options [nop,nop,TS val 2521817593 ecr 729677002], length 1388: HTTP
 00:00:00.619713 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1065985:1067373, ack 122, win 227, options [nop,nop,TS val 2521817593 ecr 729677002], length 1388: HTTP
 00:00:00.619715 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1067373:1068761, ack 122, win 227, options [nop,nop,TS val 2521817593 ecr 729677002], length 1388: HTTP
 00:00:00.619717 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1068761:1070149, ack 122, win 227, options [nop,nop,TS val 2521817593 ecr 729677002], length 1388: HTTP
 00:00:00.619718 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1070149:1071537, ack 122, win 227, options [nop,nop,TS val 2521817593 ecr 729677002], length 1388: HTTP
 00:00:00.619718 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1071537:1072925, ack 122, win 227, options [nop,nop,TS val 2521817593 ecr 729677002], length 1388: HTTP
 00:00:00.619772 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 1068761, win 3426, options [nop,nop,TS val 729677038 ecr 2521817589], length 0
 00:00:00.619783 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1072925:1074313, ack 122, win 227, options [nop,nop,TS val 2521817593 ecr 729677002], length 1388: HTTP
 00:00:00.619784 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1074313:1075701, ack 122, win 227, options [nop,nop,TS val 2521817595 ecr 729677005], length 1388: HTTP
 00:00:00.619785 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1075701:1077089, ack 122, win 227, options [nop,nop,TS val 2521817595 ecr 729677005], length 1388: HTTP
 00:00:00.619786 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1077089:1078477, ack 122, win 227, options [nop,nop,TS val 2521817595 ecr 729677005], length 1388: HTTP
 00:00:00.619787 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1078477:1079865, ack 122, win 227, options [nop,nop,TS val 2521817595 ecr 729677005], length 1388: HTTP
 00:00:00.619788 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1079865:1081253, ack 122, win 227, options [nop,nop,TS val 2521817595 ecr 729677005], length 1388: HTTP
 00:00:00.619790 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1081253:1082641, ack 122, win 227, options [nop,nop,TS val 2521817595 ecr 729677005], length 1388: HTTP
 00:00:00.619805 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 1079865, win 3296, options [nop,nop,TS val 729677038 ecr 2521817593], length 0
 00:00:00.620237 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1082641:1084029, ack 122, win 227, options [nop,nop,TS val 2521817595 ecr 729677005], length 1388: HTTP
 00:00:00.620671 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1084029:1085417, ack 122, win 227, options [nop,nop,TS val 2521817595 ecr 729677005], length 1388: HTTP
 00:00:00.620673 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1085417:1086805, ack 122, win 227, options [nop,nop,TS val 2521817595 ecr 729677005], length 1388: HTTP
 00:00:00.620674 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1086805:1088193, ack 122, win 227, options [nop,nop,TS val 2521817595 ecr 729677005], length 1388: HTTP
 00:00:00.620675 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1088193:1089581, ack 122, win 227, options [nop,nop,TS val 2521817596 ecr 729677007], length 1388: HTTP
 00:00:00.620755 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1089581:1090969, ack 122, win 227, options [nop,nop,TS val 2521817596 ecr 729677007], length 1388: HTTP
 00:00:00.620757 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1090969:1092357, ack 122, win 227, options [nop,nop,TS val 2521817596 ecr 729677007], length 1388: HTTP
 00:00:00.620771 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 1090969, win 3448, options [nop,nop,TS val 729677039 ecr 2521817595], length 0
 00:00:00.620888 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1092357:1093745, ack 122, win 227, options [nop,nop,TS val 2521817596 ecr 729677007], length 1388: HTTP
 00:00:00.620889 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1093745:1095133, ack 122, win 227, options [nop,nop,TS val 2521817596 ecr 729677007], length 1388: HTTP
 00:00:00.622629 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1095133:1096521, ack 122, win 227, options [nop,nop,TS val 2521817596 ecr 729677007], length 1388: HTTP
 00:00:00.622632 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1096521:1097909, ack 122, win 227, options [nop,nop,TS val 2521817596 ecr 729677007], length 1388: HTTP
 00:00:00.622634 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1097909:1099297, ack 122, win 227, options [nop,nop,TS val 2521817596 ecr 729677007], length 1388: HTTP
 00:00:00.622635 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1099297:1100685, ack 122, win 227, options [nop,nop,TS val 2521817597 ecr 729677007], length 1388: HTTP
 00:00:00.622636 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1100685:1102073, ack 122, win 227, options [nop,nop,TS val 2521817597 ecr 729677007], length 1388: HTTP
 00:00:00.622637 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1102073:1103461, ack 122, win 227, options [nop,nop,TS val 2521817597 ecr 729677007], length 1388: HTTP
 00:00:00.622638 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1103461:1104849, ack 122, win 227, options [nop,nop,TS val 2521817597 ecr 729677007], length 1388: HTTP
 00:00:00.622667 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 1102073, win 3361, options [nop,nop,TS val 729677040 ecr 2521817596], length 0
 00:00:00.622722 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1104849:1106237, ack 122, win 227, options [nop,nop,TS val 2521817597 ecr 729677007], length 1388: HTTP
 00:00:00.622724 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1106237:1107625, ack 122, win 227, options [nop,nop,TS val 2521817597 ecr 729677007], length 1388: HTTP
 00:00:00.622767 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1107625:1109013, ack 122, win 227, options [nop,nop,TS val 2521817597 ecr 729677007], length 1388: HTTP
 00:00:00.624163 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1109013:1110401, ack 122, win 227, options [nop,nop,TS val 2521817597 ecr 729677007], length 1388: HTTP
 00:00:00.632560 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1110401:1111789, ack 122, win 227, options [nop,nop,TS val 2521817611 ecr 729677019], length 1388: HTTP
 00:00:00.633806 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1111789:1113177, ack 122, win 227, options [nop,nop,TS val 2521817611 ecr 729677019], length 1388: HTTP
 00:00:00.633808 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1113177:1114565, ack 122, win 227, options [nop,nop,TS val 2521817611 ecr 729677019], length 1388: HTTP
 00:00:00.633841 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 1113177, win 3448, options [nop,nop,TS val 729677050 ecr 2521817597], length 0
 00:00:00.633982 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1114565:1115953, ack 122, win 227, options [nop,nop,TS val 2521817611 ecr 729677019], length 1388: HTTP
 00:00:00.633985 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1115953:1117341, ack 122, win 227, options [nop,nop,TS val 2521817611 ecr 729677019], length 1388: HTTP
 00:00:00.633986 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1117341:1118729, ack 122, win 227, options [nop,nop,TS val 2521817611 ecr 729677019], length 1388: HTTP
 00:00:00.635362 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1118729:1120117, ack 122, win 227, options [nop,nop,TS val 2521817611 ecr 729677019], length 1388: HTTP
 00:00:00.635364 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1120117:1121505, ack 122, win 227, options [nop,nop,TS val 2521817611 ecr 729677019], length 1388: HTTP
 00:00:00.635544 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1121505:1122893, ack 122, win 227, options [nop,nop,TS val 2521817611 ecr 729677019], length 1388: HTTP
 00:00:00.635546 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1122893:1124281, ack 122, win 227, options [nop,nop,TS val 2521817611 ecr 729677019], length 1388: HTTP
 00:00:00.635547 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1124281:1125669, ack 122, win 227, options [nop,nop,TS val 2521817611 ecr 729677019], length 1388: HTTP
 00:00:00.635567 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 1124281, win 3426, options [nop,nop,TS val 729677051 ecr 2521817611], length 0
 00:00:00.635611 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1125669:1127057, ack 122, win 227, options [nop,nop,TS val 2521817611 ecr 729677019], length 1388: HTTP
 00:00:00.641136 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1127057:1128445, ack 122, win 227, options [nop,nop,TS val 2521817619 ecr 729677024], length 1388: HTTP
 00:00:00.645821 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [P.], seq 1128445:1129833, ack 122, win 227, options [nop,nop,TS val 2521817619 ecr 729677024], length 1388: HTTP
 00:00:00.645824 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1129833:1131221, ack 122, win 227, options [nop,nop,TS val 2521817619 ecr 729677024], length 1388: HTTP
 00:00:00.645825 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1131221:1132609, ack 122, win 227, options [nop,nop,TS val 2521817619 ecr 729677024], length 1388: HTTP
 00:00:00.645827 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1132609:1133997, ack 122, win 227, options [nop,nop,TS val 2521817619 ecr 729677024], length 1388: HTTP
 00:00:00.645828 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1133997:1135385, ack 122, win 227, options [nop,nop,TS val 2521817619 ecr 729677024], length 1388: HTTP
 00:00:00.645829 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1135385:1136773, ack 122, win 227, options [nop,nop,TS val 2521817619 ecr 729677024], length 1388: HTTP
 00:00:00.645867 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 1129833, win 3448, options [nop,nop,TS val 729677060 ecr 2521817611], length 0
 00:00:00.645883 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1136773:1138161, ack 122, win 227, options [nop,nop,TS val 2521817619 ecr 729677024], length 1388: HTTP
 00:00:00.645884 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1138161:1139549, ack 122, win 227, options [nop,nop,TS val 2521817619 ecr 729677024], length 1388: HTTP
 00:00:00.645886 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1139549:1140937, ack 122, win 227, options [nop,nop,TS val 2521817619 ecr 729677024], length 1388: HTTP
 00:00:00.645888 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1140937:1142325, ack 122, win 227, options [nop,nop,TS val 2521817619 ecr 729677024], length 1388: HTTP
